record_id,mandi_id,mandi_name,crop_type,crop_category,quantity_quintals,procurement_date,slot_start,slot_end,slot_hour,day_of_week,month,farmers_in_selected_slot,active_queue_count,arrival_time,completion_time,created_at,actual_processing_duration_mins
SYN-02431,MD-KOL-003,New Town Agricultural Mandi,Jute,commercial_and_fibre,43.81,2025-03-22,10:00:00,10:30:00,10,5,3,2,2,2025-03-22 10:05:00,2025-03-22 10:32:00,2025-03-22 07:03:00,27
SYN-02432,MD-HOO-001,Hooghly Agricultural Mandi,Maize,coarse_cereals,51.38,2025-11-14,15:00:00,15:30:00,15,4,11,5,6,2025-11-14 15:15:00,2025-11-14 15:50:00,2025-11-14 12:48:00,35
SYN-02433,MD-KOL-001,Ballygunge Agricultural Mandi,Gram (Chana),pulses,49.29,2025-04-09,13:00:00,13:30:00,13,2,4,5,7,2025-04-09 13:15:00,2025-04-09 13:47:00,2025-04-09 12:58:00,32
SYN-02434,MD-NAD-001,Nadia Agricultural Mandi,Maize,coarse_cereals,62.65,2025-07-11,15:30:00,16:00:00,15,4,7,3,3,2025-07-11 15:30:00,2025-07-11 16:01:00,2025-07-11 13:18:00,31
SYN-02435,MD-HOO-001,Hooghly Agricultural Mandi,Moong,pulses,7.46,2025-10-01,11:00:00,11:30:00,11,2,10,3,5,2025-10-01 11:15:00,2025-10-01 11:39:00,2025-10-01 10:31:00,24
SYN-02436,MD-KOL-001,Ballygunge Agricultural Mandi,Rice / Paddy,food_grains,64.16,2025-12-09,12:30:00,13:00:00,12,1,12,9,10,2025-12-09 12:40:00,2025-12-09 13:28:00,2025-12-09 12:05:00,48
SYN-02437,MD-KOL-003,New Town Agricultural Mandi,Mustard / Rapeseed,oilseeds,17.12,2026-01-24,15:30:00,16:00:00,15,5,1,4,6,2026-01-24 15:45:00,2026-01-24 16:15:00,2026-01-24 13:10:00,30
SYN-02438,MD-KOL-001,Ballygunge Agricultural Mandi,Wheat,food_grains,58.88,2026-02-16,14:00:00,14:30:00,14,0,2,4,6,2026-02-16 14:15:00,2026-02-16 14:59:00,2026-02-16 10:24:00,44
SYN-02439,MD-KOL-001,Ballygunge Agricultural Mandi,Soybean,oilseeds,31.04,2026-05-29,11:00:00,11:30:00,11,4,5,7,14,2026-05-29 11:00:00,2026-05-29 11:50:00,2026-05-29 09:07:00,50
SYN-02440,MD-NAD-001,Nadia Agricultural Mandi,Wheat,food_grains,59.55,2025-02-10,08:00:00,08:30:00,8,0,2,6,8,2025-02-10 09:00:00,2025-02-10 09:33:00,2025-02-10 05:14:00,33
SYN-02441,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,24.97,2025-08-09,15:00:00,15:30:00,15,5,8,10,10,2025-08-09 15:10:00,2025-08-09 15:49:00,2025-08-09 12:34:00,39
SYN-02442,MD-BRD-001,Burdwan Agricultural Mandi,Urad,pulses,40.47,2025-01-01,14:30:00,15:00:00,14,2,1,5,8,2025-01-01 14:40:00,2025-01-01 15:20:00,2025-01-01 10:57:00,40
SYN-02443,MD-KOL-003,New Town Agricultural Mandi,Urad,pulses,11.9,2025-01-06,11:30:00,12:00:00,11,0,1,10,14,2025-01-06 12:35:00,2025-01-06 13:19:00,2025-01-06 11:48:00,44
SYN-02444,MD-NAD-001,Nadia Agricultural Mandi,Moong,pulses,14.34,2025-05-10,12:00:00,12:30:00,12,5,5,7,9,2025-05-10 13:10:00,2025-05-10 13:49:00,2025-05-10 10:26:00,39
SYN-02445,MD-HOO-001,Hooghly Agricultural Mandi,Soybean,oilseeds,46.1,2025-12-30,10:30:00,11:00:00,10,1,12,3,3,2025-12-30 10:35:00,2025-12-30 11:14:00,2025-12-30 08:28:00,39
SYN-02446,MD-NAD-001,Nadia Agricultural Mandi,Cotton,commercial_and_fibre,43.63,2026-06-28,11:00:00,11:30:00,11,6,6,7,8,2026-06-28 11:05:00,2026-06-28 11:53:00,2026-06-28 08:00:00,48
SYN-02447,MD-BRD-001,Burdwan Agricultural Mandi,Mustard / Rapeseed,oilseeds,51.63,2026-04-16,09:00:00,09:30:00,9,3,4,6,8,2026-04-16 09:05:00,2026-04-16 09:46:00,2026-04-16 08:06:00,41
SYN-02448,MD-NAD-001,Nadia Agricultural Mandi,Sugarcane,commercial_and_fibre,73.24,2026-01-28,10:00:00,10:30:00,10,2,1,7,8,2026-01-28 11:00:00,2026-01-28 11:57:00,2026-01-28 09:05:00,57
SYN-02449,MD-NAD-001,Nadia Agricultural Mandi,Jowar (Sorghum),coarse_cereals,47.3,2026-04-19,15:00:00,15:30:00,15,6,4,4,6,2026-04-19 15:00:00,2026-04-19 15:39:00,2026-04-19 12:43:00,39
SYN-02450,MD-NAD-001,Nadia Agricultural Mandi,Maize,coarse_cereals,53.83,2025-04-15,11:30:00,12:00:00,11,1,4,2,2,2025-04-15 11:35:00,2025-04-15 12:08:00,2025-04-15 08:59:00,33
SYN-02451,MD-HOW-001,Howrah Agricultural Mandi,Rice / Paddy,food_grains,65.58,2026-05-26,14:00:00,14:30:00,14,1,5,11,10,2026-05-26 14:05:00,2026-05-26 15:01:00,2026-05-26 10:12:00,56
SYN-02452,MD-NAD-001,Nadia Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,64.69,2026-06-26,11:30:00,12:00:00,11,4,6,11,11,2026-06-26 11:45:00,2026-06-26 12:38:00,2026-06-26 11:07:00,53
SYN-02453,MD-BRD-001,Burdwan Agricultural Mandi,Moong,pulses,9.43,2025-02-27,09:30:00,10:00:00,9,3,2,5,7,2025-02-27 09:35:00,2025-02-27 10:03:00,2025-02-27 08:35:00,28
SYN-02454,MD-NAD-001,Nadia Agricultural Mandi,Wheat,food_grains,50.01,2025-10-13,11:00:00,11:30:00,11,0,10,6,11,2025-10-13 11:10:00,2025-10-13 11:50:00,2025-10-13 09:05:00,40
SYN-02455,MD-HOO-001,Hooghly Agricultural Mandi,Groundnut,oilseeds,54.42,2026-05-20,09:30:00,10:00:00,9,2,5,7,10,2026-05-20 09:40:00,2026-05-20 10:30:00,2026-05-20 06:20:00,50
SYN-02456,MD-KOL-001,Ballygunge Agricultural Mandi,Jowar (Sorghum),coarse_cereals,23.02,2025-10-17,13:30:00,14:00:00,13,4,10,8,9,2025-10-17 13:45:00,2025-10-17 14:25:00,2025-10-17 10:46:00,40
SYN-02457,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,28.45,2026-05-27,15:30:00,16:00:00,15,2,5,1,4,2026-05-27 15:45:00,2026-05-27 16:09:00,2026-05-27 14:43:00,24
SYN-02458,MD-KOL-001,Ballygunge Agricultural Mandi,Gram (Chana),pulses,19.68,2026-07-23,14:30:00,15:00:00,14,3,7,4,3,2026-07-23 14:45:00,2026-07-23 15:13:00,2026-07-23 10:58:00,28
SYN-02459,MD-KOL-001,Ballygunge Agricultural Mandi,Wheat,food_grains,50.06,2025-10-16,14:30:00,15:00:00,14,3,10,5,4,2025-10-16 14:35:00,2025-10-16 15:14:00,2025-10-16 10:37:00,39
SYN-02460,MD-KOL-003,New Town Agricultural Mandi,Rice / Paddy,food_grains,35.63,2025-02-06,15:00:00,15:30:00,15,3,2,7,8,2025-02-06 15:10:00,2025-02-06 15:58:00,2025-02-06 11:26:00,48
SYN-02461,MD-HOW-001,Howrah Agricultural Mandi,Arhar (Tur),pulses,41.64,2025-07-26,14:00:00,14:30:00,14,5,7,5,6,2025-07-26 15:15:00,2025-07-26 16:02:00,2025-07-26 11:59:00,47
SYN-02462,MD-HOO-001,Hooghly Agricultural Mandi,Rice / Paddy,food_grains,52.72,2025-05-11,12:30:00,13:00:00,12,6,5,11,15,2025-05-11 12:35:00,2025-05-11 13:29:00,2025-05-11 10:09:00,54
SYN-02463,MD-MUR-001,Murshidabad Agricultural Mandi,Rice / Paddy,food_grains,56.0,2025-10-16,13:00:00,13:30:00,13,3,10,9,12,2025-10-16 13:00:00,2025-10-16 13:43:00,2025-10-16 10:23:00,43
SYN-02464,MD-BRD-001,Burdwan Agricultural Mandi,Moong,pulses,18.88,2025-12-23,11:00:00,11:30:00,11,1,12,9,12,2025-12-23 11:10:00,2025-12-23 11:51:00,2025-12-23 08:31:00,41
SYN-02465,MD-HOW-001,Howrah Agricultural Mandi,Rice / Paddy,food_grains,63.72,2025-10-10,09:30:00,10:00:00,9,4,10,6,9,2025-10-10 10:45:00,2025-10-10 11:28:00,2025-10-10 08:40:00,43
SYN-02466,MD-KOL-003,New Town Agricultural Mandi,Urad,pulses,41.52,2025-04-29,13:30:00,14:00:00,13,1,4,6,8,2025-04-29 14:45:00,2025-04-29 15:12:00,2025-04-29 13:02:00,27
SYN-02467,MD-NAD-001,Nadia Agricultural Mandi,Urad,pulses,12.19,2025-07-03,14:30:00,15:00:00,14,3,7,4,7,2025-07-03 14:35:00,2025-07-03 15:00:00,2025-07-03 11:50:00,25
SYN-02468,MD-KOL-003,New Town Agricultural Mandi,Wheat,food_grains,24.01,2026-02-18,10:30:00,11:00:00,10,2,2,4,6,2026-02-18 10:35:00,2026-02-18 11:09:00,2026-02-18 10:15:00,34
SYN-02469,MD-MUR-001,Murshidabad Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,28.06,2025-01-17,16:00:00,16:30:00,16,4,1,2,5,2025-01-17 16:10:00,2025-01-17 16:30:00,2025-01-17 13:08:00,20
SYN-02470,MD-BRD-001,Burdwan Agricultural Mandi,Rice / Paddy,food_grains,75.52,2025-05-11,08:00:00,08:30:00,8,6,5,1,8,2025-05-11 08:05:00,2025-05-11 08:43:00,2025-05-11 07:42:00,38
SYN-02471,MD-NAD-001,Nadia Agricultural Mandi,Gram (Chana),pulses,22.95,2026-06-27,14:30:00,15:00:00,14,5,6,3,7,2026-06-27 14:35:00,2026-06-27 15:03:00,2026-06-27 10:42:00,28
SYN-02472,MD-KOL-002,Taratala Agricultural Mandi,Rice / Paddy,food_grains,11.39,2025-03-02,16:30:00,17:00:00,16,6,3,10,12,2025-03-02 16:35:00,2025-03-02 17:18:00,2025-03-02 13:31:00,43
SYN-02473,MD-HOO-001,Hooghly Agricultural Mandi,Soybean,oilseeds,16.78,2025-09-10,10:30:00,11:00:00,10,2,9,3,4,2025-09-10 10:40:00,2025-09-10 11:13:00,2025-09-10 06:50:00,33
SYN-02474,MD-BRD-001,Burdwan Agricultural Mandi,Wheat,food_grains,12.25,2025-05-06,15:30:00,16:00:00,15,1,5,7,8,2025-05-06 15:45:00,2025-05-06 16:25:00,2025-05-06 14:02:00,40
SYN-02475,MD-KOL-001,Ballygunge Agricultural Mandi,Arhar (Tur),pulses,27.16,2025-03-05,15:00:00,15:30:00,15,2,3,8,13,2025-03-05 15:10:00,2025-03-05 15:54:00,2025-03-05 13:29:00,44
SYN-02476,MD-KOL-002,Taratala Agricultural Mandi,Wheat,food_grains,65.8,2025-09-15,14:00:00,14:30:00,14,0,9,9,12,2025-09-15 14:00:00,2025-09-15 14:55:00,2025-09-15 11:35:00,55
SYN-02477,MD-HOO-001,Hooghly Agricultural Mandi,Wheat,food_grains,41.53,2025-11-14,16:30:00,17:00:00,16,4,11,10,9,2025-11-14 17:35:00,2025-11-14 18:19:00,2025-11-14 15:31:00,44
SYN-02478,MD-KOL-003,New Town Agricultural Mandi,Maize,coarse_cereals,60.34,2025-04-18,13:30:00,14:00:00,13,4,4,2,3,2025-04-18 13:35:00,2025-04-18 14:02:00,2025-04-18 09:48:00,27
SYN-02479,MD-NAD-001,Nadia Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,12.85,2025-02-17,11:30:00,12:00:00,11,0,2,10,12,2025-02-17 11:40:00,2025-02-17 12:30:00,2025-02-17 07:58:00,50
SYN-02480,MD-HOW-001,Howrah Agricultural Mandi,Soybean,oilseeds,37.12,2025-03-23,13:30:00,14:00:00,13,6,3,4,7,2025-03-23 14:45:00,2025-03-23 15:27:00,2025-03-23 14:15:00,42
SYN-02481,MD-MUR-001,Murshidabad Agricultural Mandi,Rice / Paddy,food_grains,65.1,2026-02-01,11:00:00,11:30:00,11,6,2,14,17,2026-02-01 11:15:00,2026-02-01 12:19:00,2026-02-01 10:38:00,64
SYN-02482,MD-KOL-003,New Town Agricultural Mandi,Rice / Paddy,food_grains,57.23,2026-06-08,10:30:00,11:00:00,10,0,6,5,6,2026-06-08 10:35:00,2026-06-08 11:10:00,2026-06-08 09:05:00,35
SYN-02483,MD-KOL-003,New Town Agricultural Mandi,Sugarcane,commercial_and_fibre,87.49,2025-04-20,09:00:00,09:30:00,9,6,4,11,11,2025-04-20 10:00:00,2025-04-20 11:02:00,2025-04-20 08:03:00,62
SYN-02484,MD-KOL-001,Ballygunge Agricultural Mandi,Jute,commercial_and_fibre,38.28,2025-07-14,11:30:00,12:00:00,11,0,7,4,8,2025-07-14 11:30:00,2025-07-14 12:14:00,2025-07-14 09:15:00,44
SYN-02485,MD-KOL-002,Taratala Agricultural Mandi,Groundnut,oilseeds,39.05,2025-07-29,14:00:00,14:30:00,14,1,7,3,7,2025-07-29 14:10:00,2025-07-29 14:49:00,2025-07-29 10:37:00,39
SYN-02486,MD-KOL-002,Taratala Agricultural Mandi,Groundnut,oilseeds,49.97,2025-08-08,16:00:00,16:30:00,16,4,8,6,7,2025-08-08 16:05:00,2025-08-08 16:52:00,2025-08-08 12:14:00,47
SYN-02487,MD-BRD-001,Burdwan Agricultural Mandi,Mustard / Rapeseed,oilseeds,18.45,2025-05-29,16:30:00,17:00:00,16,3,5,3,3,2025-05-29 16:40:00,2025-05-29 17:00:00,2025-05-29 14:31:00,20
SYN-02488,MD-KOL-003,New Town Agricultural Mandi,Wheat,food_grains,67.11,2025-02-03,10:00:00,10:30:00,10,0,2,6,8,2025-02-03 10:10:00,2025-02-03 10:50:00,2025-02-03 07:30:00,40
SYN-02489,MD-KOL-002,Taratala Agricultural Mandi,Maize,coarse_cereals,28.69,2025-11-16,12:00:00,12:30:00,12,6,11,8,11,2025-11-16 13:10:00,2025-11-16 13:53:00,2025-11-16 10:45:00,43
SYN-02490,MD-KOL-003,New Town Agricultural Mandi,Moong,pulses,10.13,2025-08-06,12:00:00,12:30:00,12,2,8,9,12,2025-08-06 12:10:00,2025-08-06 12:50:00,2025-08-06 09:08:00,40
SYN-02491,MD-HOO-001,Hooghly Agricultural Mandi,Sugarcane,commercial_and_fibre,80.08,2025-07-28,09:30:00,10:00:00,9,0,7,6,7,2025-07-28 09:30:00,2025-07-28 10:24:00,2025-07-28 06:19:00,54
SYN-02492,MD-BRD-001,Burdwan Agricultural Mandi,Gram (Chana),pulses,43.78,2025-06-11,12:30:00,13:00:00,12,2,6,3,4,2025-06-11 12:35:00,2025-06-11 13:10:00,2025-06-11 12:20:00,35
SYN-02493,MD-MUR-001,Murshidabad Agricultural Mandi,Cotton,commercial_and_fibre,90.11,2026-07-20,11:30:00,12:00:00,11,0,7,7,9,2026-07-20 11:30:00,2026-07-20 12:22:00,2026-07-20 09:43:00,52
SYN-02494,MD-KOL-001,Ballygunge Agricultural Mandi,Sugarcane,commercial_and_fibre,90.83,2026-01-07,16:30:00,17:00:00,16,2,1,7,10,2026-01-07 16:35:00,2026-01-07 17:30:00,2026-01-07 14:53:00,55
SYN-02495,MD-BRD-001,Burdwan Agricultural Mandi,Mustard / Rapeseed,oilseeds,25.27,2025-09-12,10:30:00,11:00:00,10,4,9,7,9,2025-09-12 10:30:00,2025-09-12 11:15:00,2025-09-12 08:38:00,45
SYN-02496,MD-HOW-001,Howrah Agricultural Mandi,Cotton,commercial_and_fibre,69.52,2025-05-05,15:30:00,16:00:00,15,0,5,6,6,2025-05-05 15:40:00,2025-05-05 16:26:00,2025-05-05 12:05:00,46
SYN-02497,MD-BRD-001,Burdwan Agricultural Mandi,Soybean,oilseeds,69.95,2026-05-03,15:00:00,15:30:00,15,6,5,5,5,2026-05-03 15:10:00,2026-05-03 15:54:00,2026-05-03 13:51:00,44
SYN-02498,MD-KOL-001,Ballygunge Agricultural Mandi,Sugarcane,commercial_and_fibre,35.72,2026-06-25,14:00:00,14:30:00,14,3,6,7,7,2026-06-25 15:10:00,2026-06-25 15:56:00,2026-06-25 12:39:00,46
SYN-02499,MD-NAD-001,Nadia Agricultural Mandi,Rice / Paddy,food_grains,43.1,2025-01-20,10:30:00,11:00:00,10,0,1,6,11,2025-01-20 10:30:00,2025-01-20 11:12:00,2025-01-20 07:20:00,42
SYN-02500,MD-MUR-001,Murshidabad Agricultural Mandi,Cotton,commercial_and_fibre,92.36,2026-07-20,10:30:00,11:00:00,10,0,7,6,10,2026-07-20 10:35:00,2026-07-20 11:30:00,2026-07-20 09:12:00,55
SYN-02501,MD-KOL-001,Ballygunge Agricultural Mandi,Wheat,food_grains,17.22,2026-03-02,16:30:00,17:00:00,16,0,3,11,15,2026-03-02 16:40:00,2026-03-02 17:26:00,2026-03-02 16:05:00,46
SYN-02502,MD-BRD-001,Burdwan Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,65.69,2025-03-02,09:30:00,10:00:00,9,6,3,8,8,2025-03-02 09:35:00,2025-03-02 10:24:00,2025-03-02 05:44:00,49
SYN-02503,MD-KOL-001,Ballygunge Agricultural Mandi,Rice / Paddy,food_grains,44.17,2026-04-03,09:00:00,09:30:00,9,4,4,7,14,2026-04-03 09:05:00,2026-04-03 09:52:00,2026-04-03 06:36:00,47
SYN-02504,MD-MUR-001,Murshidabad Agricultural Mandi,Gram (Chana),pulses,54.12,2025-03-07,16:30:00,17:00:00,16,4,3,5,6,2025-03-07 17:45:00,2025-03-07 18:25:00,2025-03-07 17:11:00,40
SYN-02505,MD-NAD-001,Nadia Agricultural Mandi,Mustard / Rapeseed,oilseeds,46.53,2025-01-31,14:30:00,15:00:00,14,4,1,0,3,2025-01-31 14:30:00,2025-01-31 14:56:00,2025-01-31 10:53:00,26
SYN-02506,MD-MUR-001,Murshidabad Agricultural Mandi,Jute,commercial_and_fibre,72.07,2025-03-12,14:30:00,15:00:00,14,2,3,4,4,2025-03-12 14:35:00,2025-03-12 15:21:00,2025-03-12 11:01:00,46
SYN-02507,MD-MUR-001,Murshidabad Agricultural Mandi,Wheat,food_grains,64.11,2025-10-07,09:30:00,10:00:00,9,1,10,7,10,2025-10-07 09:30:00,2025-10-07 10:07:00,2025-10-07 08:42:00,37
SYN-02508,MD-KOL-003,New Town Agricultural Mandi,Maize,coarse_cereals,14.03,2026-01-12,11:00:00,11:30:00,11,0,1,13,16,2026-01-12 12:10:00,2026-01-12 13:06:00,2026-01-12 09:04:00,56
SYN-02509,MD-HOW-001,Howrah Agricultural Mandi,Urad,pulses,39.53,2025-09-05,15:00:00,15:30:00,15,4,9,6,5,2025-09-05 15:05:00,2025-09-05 15:40:00,2025-09-05 14:29:00,35
SYN-02510,MD-NAD-001,Nadia Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,65.44,2025-03-16,10:00:00,10:30:00,10,6,3,4,7,2025-03-16 11:15:00,2025-03-16 11:58:00,2025-03-16 09:12:00,43
SYN-02511,MD-KOL-002,Taratala Agricultural Mandi,Rice / Paddy,food_grains,76.93,2025-05-02,10:00:00,10:30:00,10,4,5,3,6,2025-05-02 10:05:00,2025-05-02 10:46:00,2025-05-02 07:10:00,41
SYN-02512,MD-KOL-003,New Town Agricultural Mandi,Jowar (Sorghum),coarse_cereals,68.1,2026-06-03,08:00:00,08:30:00,8,2,6,0,4,2026-06-03 09:05:00,2026-06-03 09:36:00,2026-06-03 08:20:00,31
SYN-02513,MD-KOL-001,Ballygunge Agricultural Mandi,Maize,coarse_cereals,48.75,2026-08-09,13:30:00,14:00:00,13,6,8,7,10,2026-08-09 13:30:00,2026-08-09 14:21:00,2026-08-09 09:53:00,51
SYN-02514,MD-MUR-001,Murshidabad Agricultural Mandi,Sugarcane,commercial_and_fibre,68.83,2026-04-04,10:00:00,10:30:00,10,5,4,7,10,2026-04-04 10:10:00,2026-04-04 11:15:00,2026-04-04 07:26:00,65
SYN-02515,MD-KOL-002,Taratala Agricultural Mandi,Rice / Paddy,food_grains,48.67,2025-03-04,15:00:00,15:30:00,15,1,3,4,6,2025-03-04 15:05:00,2025-03-04 15:45:00,2025-03-04 14:42:00,40
SYN-02516,MD-HOW-001,Howrah Agricultural Mandi,Soybean,oilseeds,45.67,2026-05-14,10:00:00,10:30:00,10,3,5,3,6,2026-05-14 11:05:00,2026-05-14 11:43:00,2026-05-14 10:11:00,38
SYN-02517,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,52.85,2026-02-25,09:00:00,09:30:00,9,2,2,8,10,2026-02-25 09:10:00,2026-02-25 09:59:00,2026-02-25 08:12:00,49
SYN-02518,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,12.97,2025-11-16,16:30:00,17:00:00,16,6,11,2,6,2025-11-16 17:45:00,2025-11-16 18:12:00,2025-11-16 13:55:00,27
SYN-02519,MD-BRD-001,Burdwan Agricultural Mandi,Wheat,food_grains,16.22,2025-03-29,16:00:00,16:30:00,16,5,3,8,13,2025-03-29 16:15:00,2025-03-29 16:52:00,2025-03-29 12:42:00,37
SYN-02520,MD-MUR-001,Murshidabad Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,47.16,2026-08-29,13:00:00,13:30:00,13,5,8,5,6,2026-08-29 13:00:00,2026-08-29 13:35:00,2026-08-29 12:34:00,35
SYN-02521,MD-HOO-001,Hooghly Agricultural Mandi,Maize,coarse_cereals,28.85,2025-09-27,16:00:00,16:30:00,16,5,9,6,9,2025-09-27 16:10:00,2025-09-27 16:53:00,2025-09-27 13:29:00,43
SYN-02522,MD-BRD-001,Burdwan Agricultural Mandi,Cotton,commercial_and_fibre,40.62,2025-01-27,09:00:00,09:30:00,9,0,1,5,5,2025-01-27 09:15:00,2025-01-27 10:00:00,2025-01-27 06:06:00,45
SYN-02523,MD-KOL-001,Ballygunge Agricultural Mandi,Maize,coarse_cereals,21.61,2025-05-08,11:00:00,11:30:00,11,3,5,0,2,2025-05-08 11:05:00,2025-05-08 11:35:00,2025-05-08 09:31:00,30
SYN-02524,MD-MUR-001,Murshidabad Agricultural Mandi,Arhar (Tur),pulses,49.06,2025-09-01,10:00:00,10:30:00,10,0,9,8,9,2025-09-01 11:00:00,2025-09-01 11:47:00,2025-09-01 09:37:00,47
SYN-02525,MD-KOL-001,Ballygunge Agricultural Mandi,Cotton,commercial_and_fibre,96.97,2025-02-07,11:00:00,11:30:00,11,4,2,12,13,2025-02-07 11:10:00,2025-02-07 12:16:00,2025-02-07 08:24:00,66
SYN-02526,MD-KOL-001,Ballygunge Agricultural Mandi,Groundnut,oilseeds,46.92,2025-07-16,14:30:00,15:00:00,14,2,7,6,6,2025-07-16 14:30:00,2025-07-16 15:06:00,2025-07-16 10:57:00,36
SYN-02527,MD-KOL-001,Ballygunge Agricultural Mandi,Sugarcane,commercial_and_fibre,95.36,2025-10-12,15:00:00,15:30:00,15,6,10,5,8,2025-10-12 15:15:00,2025-10-12 16:11:00,2025-10-12 11:55:00,56
SYN-02528,MD-KOL-002,Taratala Agricultural Mandi,Wheat,food_grains,71.87,2026-07-31,08:30:00,09:00:00,8,4,7,5,9,2026-07-31 08:45:00,2026-07-31 09:22:00,2026-07-31 08:09:00,37
SYN-02529,MD-BRD-001,Burdwan Agricultural Mandi,Soybean,oilseeds,21.51,2025-02-22,11:00:00,11:30:00,11,5,2,9,12,2025-02-22 11:10:00,2025-02-22 12:08:00,2025-02-22 08:23:00,58
SYN-02530,MD-KOL-003,New Town Agricultural Mandi,Urad,pulses,13.44,2025-12-17,16:00:00,16:30:00,16,2,12,6,8,2025-12-17 17:15:00,2025-12-17 17:44:00,2025-12-17 13:45:00,29
SYN-02531,MD-BRD-001,Burdwan Agricultural Mandi,Sugarcane,commercial_and_fibre,32.98,2026-07-11,12:30:00,13:00:00,12,5,7,9,13,2026-07-11 12:40:00,2026-07-11 13:36:00,2026-07-11 10:42:00,56
SYN-02532,MD-HOW-001,Howrah Agricultural Mandi,Mustard / Rapeseed,oilseeds,13.96,2026-05-06,10:30:00,11:00:00,10,2,5,6,9,2026-05-06 10:35:00,2026-05-06 11:11:00,2026-05-06 06:44:00,36
SYN-02533,MD-KOL-001,Ballygunge Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,44.97,2026-07-17,11:00:00,11:30:00,11,4,7,4,8,2026-07-17 12:10:00,2026-07-17 12:42:00,2026-07-17 10:14:00,32
SYN-02534,MD-HOW-001,Howrah Agricultural Mandi,Sugarcane,commercial_and_fibre,39.03,2025-04-14,10:30:00,11:00:00,10,0,4,10,11,2025-04-14 10:40:00,2025-04-14 11:34:00,2025-04-14 06:50:00,54
SYN-02535,MD-KOL-002,Taratala Agricultural Mandi,Mustard / Rapeseed,oilseeds,64.6,2026-05-03,11:30:00,12:00:00,11,6,5,5,9,2026-05-03 12:45:00,2026-05-03 13:38:00,2026-05-03 09:53:00,53
SYN-02536,MD-KOL-003,New Town Agricultural Mandi,Moong,pulses,38.74,2026-08-19,11:30:00,12:00:00,11,2,8,14,14,2026-08-19 11:35:00,2026-08-19 12:35:00,2026-08-19 11:15:00,60
SYN-02537,MD-HOO-001,Hooghly Agricultural Mandi,Sugarcane,commercial_and_fibre,45.57,2025-07-18,12:30:00,13:00:00,12,4,7,4,5,2025-07-18 12:30:00,2025-07-18 13:18:00,2025-07-18 09:34:00,48
SYN-02538,MD-BRD-001,Burdwan Agricultural Mandi,Gram (Chana),pulses,59.16,2025-10-31,11:30:00,12:00:00,11,4,10,10,13,2025-10-31 11:40:00,2025-10-31 12:35:00,2025-10-31 11:21:00,55
SYN-02539,MD-HOO-001,Hooghly Agricultural Mandi,Jute,commercial_and_fibre,96.02,2025-11-19,12:30:00,13:00:00,12,2,11,6,9,2025-11-19 13:45:00,2025-11-19 14:31:00,2025-11-19 09:47:00,46
SYN-02540,MD-KOL-002,Taratala Agricultural Mandi,Rice / Paddy,food_grains,64.5,2025-10-28,08:30:00,09:00:00,8,1,10,10,13,2025-10-28 08:30:00,2025-10-28 09:27:00,2025-10-28 04:44:00,57
SYN-02541,MD-NAD-001,Nadia Agricultural Mandi,Soybean,oilseeds,57.08,2025-06-26,08:30:00,09:00:00,8,3,6,6,7,2025-06-26 08:45:00,2025-06-26 09:27:00,2025-06-26 06:56:00,42
SYN-02542,MD-NAD-001,Nadia Agricultural Mandi,Jowar (Sorghum),coarse_cereals,68.64,2026-08-14,11:30:00,12:00:00,11,4,8,11,12,2026-08-14 12:45:00,2026-08-14 13:43:00,2026-08-14 12:15:00,58
SYN-02543,MD-KOL-002,Taratala Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,46.03,2026-08-05,15:30:00,16:00:00,15,2,8,6,6,2026-08-05 15:30:00,2026-08-05 16:12:00,2026-08-05 12:15:00,42
SYN-02544,MD-BRD-001,Burdwan Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,62.8,2025-08-20,14:00:00,14:30:00,14,2,8,6,9,2025-08-20 15:10:00,2025-08-20 15:57:00,2025-08-20 14:49:00,47
SYN-02545,MD-BRD-001,Burdwan Agricultural Mandi,Jowar (Sorghum),coarse_cereals,13.89,2026-05-05,09:00:00,09:30:00,9,1,5,9,11,2026-05-05 09:00:00,2026-05-05 09:45:00,2026-05-05 06:00:00,45
SYN-02546,MD-HOO-001,Hooghly Agricultural Mandi,Sugarcane,commercial_and_fibre,62.1,2025-08-30,11:30:00,12:00:00,11,5,8,6,10,2025-08-30 11:40:00,2025-08-30 12:36:00,2025-08-30 09:27:00,56
SYN-02547,MD-KOL-003,New Town Agricultural Mandi,Soybean,oilseeds,39.16,2026-04-29,12:00:00,12:30:00,12,2,4,7,8,2026-04-29 12:15:00,2026-04-29 12:59:00,2026-04-29 09:28:00,44
